class_id,support,predicted,precision,recall,f1,roc_auc,average_precision
126,1000,900,0.7555555555555555,0.68,0.7157894736842104,0.9804736736736737,0.5645271988772815
127,1000,920,0.9347826086956522,0.86,0.8958333333333334,0.9998382382382383,0.8728210890103272
128,1000,1200,0.65,0.78,0.709090909090909,0.9986872872872873,0.7463954726842156
129,1000,1020,0.9411764705882353,0.96,0.9504950495049505,0.9999339339339339,0.9223321680093225
130,1000,980,0.9591836734693877,0.94,0.9494949494949495,0.9999055055055055,0.9360840432817422
131,1000,1080,0.8703703703703703,0.94,0.9038461538461539,0.999859059059059,0.8416243050188004
132,1000,1100,0.8727272727272727,0.96,0.9142857142857144,0.9998706706706707,0.8514607285780533
133,1000,1040,0.8653846153846154,0.9,0.8823529411764707,0.9815537537537538,0.8487180793325171
134,1000,960,0.7291666666666666,0.7,0.7142857142857142,0.9795813813813813,0.6717658032436671
135,1000,960,1.0,0.96,0.9795918367346939,0.9996406406406406,0.9638186680533373
136,1000,980,0.9591836734693877,0.94,0.9494949494949495,0.9999631631631631,0.940094191522763
137,1000,1260,0.7301587301587301,0.92,0.8141592920353983,0.9997005005005005,0.7876587551977166
138,1000,740,0.9459459459459459,0.7,0.8045977011494254,0.9985555555555556,0.8130898553994255
139,1000,1080,0.9074074074074074,0.98,0.9423076923076924,0.9998572572572573,0.8926149639572459
140,1000,0,0.0,0.0,0.0,0.9992834834834834,0.4430964323560579
141,1000,920,1.0,0.92,0.9583333333333334,0.9995101101101102,0.9356275310422656
142,1000,1900,0.5157894736842106,0.98,0.6758620689655174,0.9995147147147148,0.5121850936064996
143,1000,900,0.9777777777777777,0.88,0.9263157894736842,0.9814236236236237,0.9180283336379996
144,1000,1380,0.7101449275362319,0.98,0.823529411764706,0.9999535535535535,0.9364246249309363
145,1000,1840,0.5217391304347826,0.96,0.6760563380281689,0.983164964964965,0.5088614214614295
146,1000,0,0.0,0.0,0.0,0.9949465465465466,0.43596123755908345
147,1000,1040,0.9423076923076923,0.98,0.9607843137254902,0.9997907907907908,0.9253663003663003
148,1000,1000,0.98,0.98,0.98,0.9998374374374375,0.9564354263053536
149,1000,900,0.9777777777777777,0.88,0.9263157894736842,0.999719119119119,0.90649222221287
150,1000,1060,0.8490566037735849,0.9,0.8737864077669903,0.998995995995996,0.7788736722826102
151,1000,0,0.0,0.0,0.0,0.9691865865865866,0.06703747501787248
152,1000,0,0.0,0.0,0.0,0.9763507507507507,0.24181719550437855
153,1000,1900,0.14736842105263157,0.28,0.19310344827586204,0.9914062062062062,0.12117643944016858
154,1000,0,0.0,0.0,0.0,0.990953953953954,0.1727380757096712
155,1000,0,0.0,0.0,0.0,0.9890974974974975,0.07065196900965642
156,1000,4800,0.058333333333333334,0.28,0.09655172413793103,0.9839981981981982,0.05670274264081518
157,1000,620,0.25806451612903225,0.16,0.19753086419753085,0.9697503503503503,0.13431675410202829
158,1000,0,0.0,0.0,0.0,0.9905791791791791,0.17508674493877557
159,1000,1900,0.06315789473684211,0.12,0.08275862068965517,0.9767655655655655,0.11212614915685713
160,1000,0,0.0,0.0,0.0,0.9919987987987987,0.19415514716712717
161,1000,1880,0.3617021276595745,0.68,0.4722222222222222,0.9929765765765766,0.2709278833946162
162,1000,0,0.0,0.0,0.0,0.9899043043043042,0.10527420837656136
163,1000,220,0.0,0.0,0.0,0.9684882882882883,0.08545733467474348
164,1000,0,0.0,0.0,0.0,0.9734332332332333,0.09736362100638693
165,1000,0,0.0,0.0,0.0,0.9658822822822822,0.054883071321899124
